COU,Domain,Measure,Scope,Year,Value
IND,Terrestrial,Percent of total land/EEZ area,Country,2009,0.5969372845
IND,Terrestrial,Percent of total land/EEZ area,Country,2010,0.5996945275
IND,Terrestrial,Percent of total land/EEZ area,Country,2011,0.5996945275
IND,Terrestrial,Percent of total land/EEZ area,Country,2012,0.8535851375
IND,Terrestrial,Percent of total land/EEZ area,Country,2013,0.8535851375
IND,Terrestrial,Percent of total land/EEZ area,Country,2014,0.8788414832
IND,Terrestrial,Percent of total land/EEZ area,Country,2015,0.8788414832
IND,Terrestrial,Percent of total land/EEZ area,Country,2016,0.9323402688
IND,Terrestrial,Percent of total land/EEZ area,Country,2017,0.9323402688
IND,Terrestrial,Percent of total land/EEZ area,Country,2018,0.9323402688
IND,Terrestrial,Percent of total land/EEZ area,Country,2019,0.9323402688
IND,Terrestrial,Percent of total land/EEZ area,Country,2020,0.9323402688
IND,Terrestrial,Percent of total land/EEZ area,Country,2021,0.9323402688
IDN,Terrestrial,Percent of total land/EEZ area,Country,1950,11.19267508
IDN,Terrestrial,Percent of total land/EEZ area,Country,1960,11.19267508
IDN,Terrestrial,Percent of total land/EEZ area,Country,1970,11.19267508
IDN,Terrestrial,Percent of total land/EEZ area,Country,1980,11.19347898
IDN,Terrestrial,Percent of total land/EEZ area,Country,1985,11.21082157
IDN,Terrestrial,Percent of total land/EEZ area,Country,1990,11.25137657
IDN,Terrestrial,Percent of total land/EEZ area,Country,1995,11.27956144
IDN,Terrestrial,Percent of total land/EEZ area,Country,2000,11.79337128
IDN,Terrestrial,Percent of total land/EEZ area,Country,2001,11.79347078
IDN,Terrestrial,Percent of total land/EEZ area,Country,2002,11.79347078
IDN,Terrestrial,Percent of total land/EEZ area,Country,2003,11.79550659
IDN,Terrestrial,Percent of total land/EEZ area,Country,2004,11.94080524
IDN,Terrestrial,Percent of total land/EEZ area,Country,2005,11.94226458
IDN,Terrestrial,Percent of total land/EEZ area,Country,2006,12.16132601
IDN,Terrestrial,Percent of total land/EEZ area,Country,2007,12.1766643
IDN,Terrestrial,Percent of total land/EEZ area,Country,2008,12.21857282
IDN,Terrestrial,Percent of total land/EEZ area,Country,2009,12.26338106
IDN,Terrestrial,Percent of total land/EEZ area,Country,2010,12.26424339
IDN,Terrestrial,Percent of total land/EEZ area,Country,2011,12.42767582
IDN,Terrestrial,Percent of total land/EEZ area,Country,2012,12.43567373
IDN,Terrestrial,Percent of total land/EEZ area,Country,2013,12.44953268
IDN,Terrestrial,Percent of total land/EEZ area,Country,2014,12.46076672
IDN,Terrestrial,Percent of total land/EEZ area,Country,2015,12.47894208
IDN,Terrestrial,Percent of total land/EEZ area,Country,2016,12.49985133
IDN,Terrestrial,Percent of total land/EEZ area,Country,2017,12.50843677
IDN,Terrestrial,Percent of total land/EEZ area,Country,2018,12.51502274
IDN,Terrestrial,Percent of total land/EEZ area,Country,2019,12.51502274
IDN,Terrestrial,Percent of total land/EEZ area,Country,2020,12.51502274
IDN,Terrestrial,Percent of total land/EEZ area,Country,2021,12.51502274
ISR,Terrestrial,Percent of total land/EEZ area,Country,1950,0.0034642982
ISR,Terrestrial,Percent of total land/EEZ area,Country,1960,0.0034642982
ISR,Terrestrial,Percent of total land/EEZ area,Country,1970,0.9565793519
ISR,Terrestrial,Percent of total land/EEZ area,Country,1980,1.935243605
ISR,Terrestrial,Percent of total land/EEZ area,Country,1985,2.0188198
ISR,Terrestrial,Percent of total land/EEZ area,Country,1990,12.25322288
ISR,Terrestrial,Percent of total land/EEZ area,Country,1995,15.28318473
ISR,Terrestrial,Percent of total land/EEZ area,Country,2000,15.31753902
ISR,Terrestrial,Percent of total land/EEZ area,Country,2001,15.38076246
ISR,Terrestrial,Percent of total land/EEZ area,Country,2002,15.56307116
ISR,Terrestrial,Percent of total land/EEZ area,Country,2003,18.15956269
ISR,Terrestrial,Percent of total land/EEZ area,Country,2004,18.22538436
ISR,Terrestrial,Percent of total land/EEZ area,Country,2005,18.46355486
ISR,Terrestrial,Percent of total land/EEZ area,Country,2006,18.4639879
ISR,Terrestrial,Percent of total land/EEZ area,Country,2007,18.85285538
ISR,Terrestrial,Percent of total land/EEZ area,Country,2008,21.45800765
ISR,Terrestrial,Percent of total land/EEZ area,Country,2009,21.79101332
ISR,Terrestrial,Percent of total land/EEZ area,Country,2010,22.65665484
ISR,Terrestrial,Percent of total land/EEZ area,Country,2011,22.68956568
ISR,Terrestrial,Percent of total land/EEZ area,Country,2012,22.69086479
ISR,Terrestrial,Percent of total land/EEZ area,Country,2013,22.92124062
ISR,Terrestrial,Percent of total land/EEZ area,Country,2014,23.01997312
ISR,Terrestrial,Percent of total land/EEZ area,Country,2015,23.02127223
ISR,Terrestrial,Percent of total land/EEZ area,Country,2016,23.06197774
ISR,Terrestrial,Percent of total land/EEZ area,Country,2017,23.31227329
ISR,Terrestrial,Percent of total land/EEZ area,Country,2018,23.63705125
ISR,Terrestrial,Percent of total land/EEZ area,Country,2019,23.93411482
ISR,Terrestrial,Percent of total land/EEZ area,Country,2020,23.93411482
ISR,Terrestrial,Percent of total land/EEZ area,Country,2021,23.93411482
KAZ,Terrestrial,Percent of total land/EEZ area,Country,1950,0.1201410533
KAZ,Terrestrial,Percent of total land/EEZ area,Country,1960,0.1201410533
KAZ,Terrestrial,Percent of total land/EEZ area,Country,1970,0.3346879335
KAZ,Terrestrial,Percent of total land/EEZ area,Country,1980,2.57026966
KAZ,Terrestrial,Percent of total land/EEZ area,Country,1985,2.672417931
KAZ,Terrestrial,Percent of total land/EEZ area,Country,1990,2.673768579
KAZ,Terrestrial,Percent of total land/EEZ area,Country,1995,2.695810133
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2000,3.262251436
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2001,6.766944112
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2002,6.767181902
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2003,7.095753875
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2004,7.14118763
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2005,9.925953442
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2006,9.970363114
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2007,10.4215016
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2008,10.43528391
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2009,10.84456113
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2010,10.91540672
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2011,10.94535558
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2012,11.67335181
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2013,11.67340571
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2014,11.67340571
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2015,11.67353887
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2016,11.68574226
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2017,11.68574226
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2018,11.79880668
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2019,11.79880668
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2020,11.79880668
KAZ,Terrestrial,Percent of total land/EEZ area,Country,2021,11.79880668
KGZ,Terrestrial,Percent of total land/EEZ area,Country,1950,3.171318367
KGZ,Terrestrial,Percent of total land/EEZ area,Country,1960,3.652605024
KGZ,Terrestrial,Percent of total land/EEZ area,Country,1970,3.665335804
KGZ,Terrestrial,Percent of total land/EEZ area,Country,1980,5.545382971
KGZ,Terrestrial,Percent of total land/EEZ area,Country,1985,5.693186415
KGZ,Terrestrial,Percent of total land/EEZ area,Country,1990,5.918006559
KGZ,Terrestrial,Percent of total land/EEZ area,Country,1995,6.319748418
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2000,6.498250195
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2001,6.498250195
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2002,6.498250195
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2003,6.498250195
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2004,6.498250195
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2005,6.579008881
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2006,6.579008881
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2007,6.594403192
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2008,6.594403192
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2009,6.594403192
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2010,6.594403192
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2011,6.779340584
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2012,6.779340584
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2013,6.883444048
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2014,6.883444048
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2015,6.883444048
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2016,7.075760075
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2017,7.075760075
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2018,7.075760075
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2019,7.075760075
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2020,7.075760075
KGZ,Terrestrial,Percent of total land/EEZ area,Country,2021,7.075760075
LVA,Terrestrial,Percent of total land/EEZ area,Country,1950,0.2910125756
LVA,Terrestrial,Percent of total land/EEZ area,Country,1960,0.9668270823
LVA,Terrestrial,Percent of total land/EEZ area,Country,1970,1.043843379
LVA,Terrestrial,Percent of total land/EEZ area,Country,1980,4.928204318
LVA,Terrestrial,Percent of total land/EEZ area,Country,1985,5.235710402
LVA,Terrestrial,Percent of total land/EEZ area,Country,1990,6.539256646
LVA,Terrestrial,Percent of total land/EEZ area,Country,1995,6.591392905
LVA,Terrestrial,Percent of total land/EEZ area,Country,2000,14.72297196
LVA,Terrestrial,Percent of total land/EEZ area,Country,2001,14.74030412
LVA,Terrestrial,Percent of total land/EEZ area,Country,2002,15.4841893
LVA,Terrestrial,Percent of total land/EEZ area,Country,2003,15.48810301
LVA,Terrestrial,Percent of total land/EEZ area,Country,2004,18.00643806
LVA,Terrestrial,Percent of total land/EEZ area,Country,2005,18.01887808
LVA,Terrestrial,Percent of total land/EEZ area,Country,2006,18.0192974
LVA,Terrestrial,Percent of total land/EEZ area,Country,2007,18.02293157
LVA,Terrestrial,Percent of total land/EEZ area,Country,2008,18.02628618
LVA,Terrestrial,Percent of total land/EEZ area,Country,2009,18.10959237
LVA,Terrestrial,Percent of total land/EEZ area,Country,2010,18.16997539
LVA,Terrestrial,Percent of total land/EEZ area,Country,2011,18.16997539
LVA,Terrestrial,Percent of total land/EEZ area,Country,2012,18.16997539
LVA,Terrestrial,Percent of total land/EEZ area,Country,2013,18.17109359
LVA,Terrestrial,Percent of total land/EEZ area,Country,2014,18.17109359
LVA,Terrestrial,Percent of total land/EEZ area,Country,2015,18.17109359
LVA,Terrestrial,Percent of total land/EEZ area,Country,2016,18.17109359
LVA,Terrestrial,Percent of total land/EEZ area,Country,2017,18.17109359
LVA,Terrestrial,Percent of total land/EEZ area,Country,2018,18.17123337
LVA,Terrestrial,Percent of total land/EEZ area,Country,2019,18.18395293
LVA,Terrestrial,Percent of total land/EEZ area,Country,2020,18.18395293
LVA,Terrestrial,Percent of total land/EEZ area,Country,2021,18.18395293
LTU,Terrestrial,Percent of total land/EEZ area,Country,1950,6.764293642
LTU,Terrestrial,Percent of total land/EEZ area,Country,1960,6.893898036
LTU,Terrestrial,Percent of total land/EEZ area,Country,1970,6.945156366
LTU,Terrestrial,Percent of total land/EEZ area,Country,1980,7.516915943
LTU,Terrestrial,Percent of total land/EEZ area,Country,1985,7.518027235
LTU,Terrestrial,Percent of total land/EEZ area,Country,1990,7.749314819
LTU,Terrestrial,Percent of total land/EEZ area,Country,1995,13.43523878
LTU,Terrestrial,Percent of total land/EEZ area,Country,2000,13.51511287
LTU,Terrestrial,Percent of total land/EEZ area,Country,2001,13.51511287
LTU,Terrestrial,Percent of total land/EEZ area,Country,2002,13.68972458
LTU,Terrestrial,Percent of total land/EEZ area,Country,2003,13.68972458
LTU,Terrestrial,Percent of total land/EEZ area,Country,2004,16.17957363
LTU,Terrestrial,Percent of total land/EEZ area,Country,2005,16.52879704
LTU,Terrestrial,Percent of total land/EEZ area,Country,2006,16.5440773
LTU,Terrestrial,Percent of total land/EEZ area,Country,2007,16.5440773
LTU,Terrestrial,Percent of total land/EEZ area,Country,2008,16.5440773
LTU,Terrestrial,Percent of total land/EEZ area,Country,2009,16.90024629
LTU,Terrestrial,Percent of total land/EEZ area,Country,2010,16.910109
LTU,Terrestrial,Percent of total land/EEZ area,Country,2011,16.93744369
LTU,Terrestrial,Percent of total land/EEZ area,Country,2012,16.9399441
LTU,Terrestrial,Percent of total land/EEZ area,Country,2013,16.9399441
LTU,Terrestrial,Percent of total land/EEZ area,Country,2014,16.98050625
LTU,Terrestrial,Percent of total land/EEZ area,Country,2015,16.98106189
LTU,Terrestrial,Percent of total land/EEZ area,Country,2016,16.98106189
LTU,Terrestrial,Percent of total land/EEZ area,Country,2017,16.98106189
LTU,Terrestrial,Percent of total land/EEZ area,Country,2018,17.00259317
LTU,Terrestrial,Percent of total land/EEZ area,Country,2019,17.00481575
LTU,Terrestrial,Percent of total land/EEZ area,Country,2020,17.00481575
LTU,Terrestrial,Percent of total land/EEZ area,Country,2021,17.00481575
MLT,Terrestrial,Percent of total land/EEZ area,Country,1950,0.4564907275
MLT,Terrestrial,Percent of total land/EEZ area,Country,1960,0.4564907275
MLT,Terrestrial,Percent of total land/EEZ area,Country,1970,0.4564907275
MLT,Terrestrial,Percent of total land/EEZ area,Country,1980,0.4564907275
MLT,Terrestrial,Percent of total land/EEZ area,Country,1985,0.4564907275
MLT,Terrestrial,Percent of total land/EEZ area,Country,1990,0.9415121255
MLT,Terrestrial,Percent of total land/EEZ area,Country,1995,5.934379458
MLT,Terrestrial,Percent of total land/EEZ area,Country,2000,16.29101284
MLT,Terrestrial,Percent of total land/EEZ area,Country,2001,20.02853067
MLT,Terrestrial,Percent of total land/EEZ area,Country,2002,20.11412268
MLT,Terrestrial,Percent of total land/EEZ area,Country,2003,21.45506419
MLT,Terrestrial,Percent of total land/EEZ area,Country,2004,21.45506419
MLT,Terrestrial,Percent of total land/EEZ area,Country,2005,21.45506419
MLT,Terrestrial,Percent of total land/EEZ area,Country,2006,22.93865906
MLT,Terrestrial,Percent of total land/EEZ area,Country,2007,23.4807418
MLT,Terrestrial,Percent of total land/EEZ area,Country,2008,24.7360913
MLT,Terrestrial,Percent of total land/EEZ area,Country,2009,24.79315264
MLT,Terrestrial,Percent of total land/EEZ area,Country,2010,25.04992867
MLT,Terrestrial,Percent of total land/EEZ area,Country,2011,25.67760342
MLT,Terrestrial,Percent of total land/EEZ area,Country,2012,28.64479315
MLT,Terrestrial,Percent of total land/EEZ area,Country,2013,28.64479315
MLT,Terrestrial,Percent of total land/EEZ area,Country,2014,28.64479315
MLT,Terrestrial,Percent of total land/EEZ area,Country,2015,28.64479315
MLT,Terrestrial,Percent of total land/EEZ area,Country,2016,28.75891583
MLT,Terrestrial,Percent of total land/EEZ area,Country,2017,28.78744651
MLT,Terrestrial,Percent of total land/EEZ area,Country,2018,28.78744651
MLT,Terrestrial,Percent of total land/EEZ area,Country,2019,29.10128388
MLT,Terrestrial,Percent of total land/EEZ area,Country,2020,29.10128388
MLT,Terrestrial,Percent of total land/EEZ area,Country,2021,29.10128388
MTQ,Terrestrial,Percent of total land/EEZ area,Country,1950,0
MTQ,Terrestrial,Percent of total land/EEZ area,Country,1960,0
MTQ,Terrestrial,Percent of total land/EEZ area,Country,1970,0
MTQ,Terrestrial,Percent of total land/EEZ area,Country,1980,66.58564252
MTQ,Terrestrial,Percent of total land/EEZ area,Country,1985,66.6828715
MTQ,Terrestrial,Percent of total land/EEZ area,Country,1990,66.6828715
MTQ,Terrestrial,Percent of total land/EEZ area,Country,1995,66.6828715
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2000,66.8530222
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2001,66.8530222
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2002,66.8530222
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2003,66.8530222
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2004,66.9097391
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2005,66.9097391
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2006,66.9097391
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2007,66.9097391
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2008,66.9097391
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2009,66.9097391
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2010,67.07988981
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2011,67.07988981
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2012,67.07988981
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2013,67.07988981
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2014,67.07988981
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2015,67.10419705
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2016,67.10419705
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2017,67.12040188
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2018,67.12040188
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2019,67.12040188
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2020,67.12040188
MTQ,Terrestrial,Percent of total land/EEZ area,Country,2021,67.12040188
MYT,Terrestrial,Percent of total land/EEZ area,Country,1950,0
MYT,Terrestrial,Percent of total land/EEZ area,Country,1960,0
MYT,Terrestrial,Percent of total land/EEZ area,Country,1970,0
MYT,Terrestrial,Percent of total land/EEZ area,Country,1980,0
MYT,Terrestrial,Percent of total land/EEZ area,Country,1985,0
MYT,Terrestrial,Percent of total land/EEZ area,Country,1990,0
MYT,Terrestrial,Percent of total land/EEZ area,Country,1995,0
MYT,Terrestrial,Percent of total land/EEZ area,Country,2000,1.418104467
MYT,Terrestrial,Percent of total land/EEZ area,Country,2001,2.647128339
MYT,Terrestrial,Percent of total land/EEZ area,Country,2002,2.741668636
MYT,Terrestrial,Percent of total land/EEZ area,Country,2003,3.190735051
MYT,Terrestrial,Percent of total land/EEZ area,Country,2004,3.190735051
MYT,Terrestrial,Percent of total land/EEZ area,Country,2005,3.190735051
MYT,Terrestrial,Percent of total land/EEZ area,Country,2006,3.190735051
MYT,Terrestrial,Percent of total land/EEZ area,Country,2007,4.703379816
MYT,Terrestrial,Percent of total land/EEZ area,Country,2008,4.703379816
MYT,Terrestrial,Percent of total land/EEZ area,Country,2009,5.483337273
MYT,Terrestrial,Percent of total land/EEZ area,Country,2010,7.374143229
MYT,Terrestrial,Percent of total land/EEZ area,Country,2011,7.374143229
MYT,Terrestrial,Percent of total land/EEZ area,Country,2012,7.374143229
MYT,Terrestrial,Percent of total land/EEZ area,Country,2013,7.374143229
MYT,Terrestrial,Percent of total land/EEZ area,Country,2014,7.374143229
MYT,Terrestrial,Percent of total land/EEZ area,Country,2015,7.374143229
MYT,Terrestrial,Percent of total land/EEZ area,Country,2016,7.988655164
MYT,Terrestrial,Percent of total land/EEZ area,Country,2017,7.988655164
MYT,Terrestrial,Percent of total land/EEZ area,Country,2018,7.988655164
MYT,Terrestrial,Percent of total land/EEZ area,Country,2019,7.988655164
MYT,Terrestrial,Percent of total land/EEZ area,Country,2020,7.988655164
MYT,Terrestrial,Percent of total land/EEZ area,Country,2021,7.988655164
MDA,Terrestrial,Percent of total land/EEZ area,Country,1950,0.0071050103
MDA,Terrestrial,Percent of total land/EEZ area,Country,1960,0.0071050103
MDA,Terrestrial,Percent of total land/EEZ area,Country,1970,0.0071346145
MDA,Terrestrial,Percent of total land/EEZ area,Country,1980,0.9632321639
MDA,Terrestrial,Percent of total land/EEZ area,Country,1985,0.9678800248
MDA,Terrestrial,Percent of total land/EEZ area,Country,1990,0.9926291439
MDA,Terrestrial,Percent of total land/EEZ area,Country,1995,1.471121982
MDA,Terrestrial,Percent of total land/EEZ area,Country,2000,2.054591347
MDA,Terrestrial,Percent of total land/EEZ area,Country,2001,2.054591347
MDA,Terrestrial,Percent of total land/EEZ area,Country,2002,2.054591347
MDA,Terrestrial,Percent of total land/EEZ area,Country,2003,3.830843915
MDA,Terrestrial,Percent of total land/EEZ area,Country,2004,3.830843915
MDA,Terrestrial,Percent of total land/EEZ area,Country,2005,4.305399393
MDA,Terrestrial,Percent of total land/EEZ area,Country,2006,4.305399393
MDA,Terrestrial,Percent of total land/EEZ area,Country,2007,4.30833021
MDA,Terrestrial,Percent of total land/EEZ area,Country,2008,4.340302756
MDA,Terrestrial,Percent of total land/EEZ area,Country,2009,4.340302756
MDA,Terrestrial,Percent of total land/EEZ area,Country,2010,4.340302756
MDA,Terrestrial,Percent of total land/EEZ area,Country,2011,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2012,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2013,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2014,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2015,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2016,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2017,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2018,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2019,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2020,4.348029455
MDA,Terrestrial,Percent of total land/EEZ area,Country,2021,4.348029455
MSR,Terrestrial,Percent of total land/EEZ area,Country,1950,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,1960,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,1970,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,1980,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,1985,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,1990,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,1995,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2000,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2001,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2002,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2003,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2004,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2005,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2006,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2007,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2008,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2009,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2010,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2011,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2012,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2013,0
MSR,Terrestrial,Percent of total land/EEZ area,Country,2014,10.67961165
MSR,Terrestrial,Percent of total land/EEZ area,Country,2015,10.67961165
MSR,Terrestrial,Percent of total land/EEZ area,Country,2016,10.67961165
MSR,Terrestrial,Percent of total land/EEZ area,Country,2017,10.67961165
MSR,Terrestrial,Percent of total land/EEZ area,Country,2018,10.67961165
MSR,Terrestrial,Percent of total land/EEZ area,Country,2019,10.67961165
MSR,Terrestrial,Percent of total land/EEZ area,Country,2020,10.67961165
MSR,Terrestrial,Percent of total land/EEZ area,Country,2021,10.67961165
NCL,Terrestrial,Percent of total land/EEZ area,Country,1950,0.7372725256
NCL,Terrestrial,Percent of total land/EEZ area,Country,1960,1.123508819
NCL,Terrestrial,Percent of total land/EEZ area,Country,1970,2.432554646
NCL,Terrestrial,Percent of total land/EEZ area,Country,1980,6.480722475
NCL,Terrestrial,Percent of total land/EEZ area,Country,1985,6.581018541
NCL,Terrestrial,Percent of total land/EEZ area,Country,1990,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,1995,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2000,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2001,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2002,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2003,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2004,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2005,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2006,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2007,6.621522722
NCL,Terrestrial,Percent of total land/EEZ area,Country,2008,112.3127887
NCL,Terrestrial,Percent of total land/EEZ area,Country,2009,123.5628249
NCL,Terrestrial,Percent of total land/EEZ area,Country,2010,123.5628249
NCL,Terrestrial,Percent of total land/EEZ area,Country,2011,123.5628249
NCL,Terrestrial,Percent of total land/EEZ area,Country,2012,124.0373024
NCL,Terrestrial,Percent of total land/EEZ area,Country,2013,124.0373024
NCL,Terrestrial,Percent of total land/EEZ area,Country,2014,125.0306192
NCL,Terrestrial,Percent of total land/EEZ area,Country,2015,125.0306192
NCL,Terrestrial,Percent of total land/EEZ area,Country,2016,125.0306192
NCL,Terrestrial,Percent of total land/EEZ area,Country,2017,125.0306192
NCL,Terrestrial,Percent of total land/EEZ area,Country,2018,125.0306192
NCL,Terrestrial,Percent of total land/EEZ area,Country,2019,129.4513612
NCL,Terrestrial,Percent of total land/EEZ area,Country,2020,129.4513612
NCL,Terrestrial,Percent of total land/EEZ area,Country,2021,129.4513612
NIU,Terrestrial,Percent of total land/EEZ area,Country,1950,0
NIU,Terrestrial,Percent of total land/EEZ area,Country,1960,0
NIU,Terrestrial,Percent of total land/EEZ area,Country,1970,0
NIU,Terrestrial,Percent of total land/EEZ area,Country,1980,0
NIU,Terrestrial,Percent of total land/EEZ area,Country,1985,0
NIU,Terrestrial,Percent of total land/EEZ area,Country,1990,0
NIU,Terrestrial,Percent of total land/EEZ area,Country,1995,21.70516304
NIU,Terrestrial,Percent of total land/EEZ area,Country,2000,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2001,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2002,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2003,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2004,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2005,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2006,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2007,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2008,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2009,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2010,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2011,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2012,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2013,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2014,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2015,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2016,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2017,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2018,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2019,22.04483696
NIU,Terrestrial,Percent of total land/EEZ area,Country,2020,22.04483696
